Time,Vessel East,Vessel North,Vessel Latitude,Vessel Longitude,Vessel Height,Vessel Gyro,ROV East,ROV North,ROV Latitude,ROV Longitude,ROV Height,ROV Gyro
13:49:29.290,  545267.3555,7038513.5551, 63.472113, 9.908407, 40.0342,  173.9500,  545234.7897,7038521.0487, 63.472185, 9.907756, -246.6080,  272.9800
13:49:30.291,  545267.3612,7038513.5578, 63.472113, 9.908407, 40.0442,  173.9700,  545234.7897,7038521.0487, 63.472185, 9.907756, -246.6080,  269.2600
13:49:31.291,  545267.3663,7038513.5610, 63.472113, 9.908408, 40.0342,  173.9800,  545234.7897,7038521.0487, 63.472185, 9.907756, -246.6080,  266.6800
13:49:32.292,  545267.3700,7038513.5649, 63.472114, 9.908408, 40.0342,  173.9700,  545234.5950,7038520.3667, 63.472179, 9.907752, -246.1190,  263.4600
13:49:33.293,  545267.3718,7038513.5685, 63.472114, 9.908408, 40.0342,  173.9600,  545233.8077,7038519.8996, 63.472175, 9.907736, -245.9300,  259.7100
13:49:34.293,  545267.3717,7038513.5713, 63.472114, 9.908408, 40.0342,  173.9400,  545234.4750,7038520.6018, 63.472181, 9.907750, -245.8180,  257.5200
13:49:35.293,  545267.3711,7038513.5737, 63.472114, 9.908408, 40.0342,  173.9400,  545234.1247,7038520.6845, 63.472182, 9.907743, -245.6750,  253.7400
13:49:36.293,  545267.3703,7038513.5769, 63.472114, 9.908408, 40.0342,  173.9800,  545234.8983,7038520.7177, 63.472182, 9.907758, -247.2170,  251.1200
13:49:37.293,  545267.3680,7038513.5808, 63.472114, 9.908408, 40.0342,  173.9800,  545235.4683,7038520.5464, 63.472180, 9.907770, -245.5520,  244.1700
13:49:38.294,  545267.3640,7038513.5842, 63.472114, 9.908408, 40.0342,  174.0000,  545235.8409,7038519.3967, 63.472170, 9.907777, -245.5420,  233.1100
13:49:39.294,  545267.3586,7038513.5865, 63.472114, 9.908407, 40.0442,  174.0000,  545235.6124,7038519.8915, 63.472174, 9.907772, -245.3730,  227.1800
13:49:40.294,  545267.3525,7038513.5886, 63.472114, 9.908407, 40.0442,  173.9800,  545236.0096,7038520.3673, 63.472179, 9.907780, -245.4410,  222.8800
