Time,Vessel East,Vessel North,Vessel Latitude,Vessel Longitude,Vessel Height,Vessel Gyro,ROV East,ROV North,ROV Latitude,ROV Longitude,ROV Height,ROV Gyro
11:54:33.312,  545267.3039,7038513.4047, 63.472112, 9.908406, 40.4742,  173.8700,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:34.313,  545267.3081,7038513.4068, 63.472112, 9.908406, 40.4642,  173.8400,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:35.314,  545267.3211,7038513.4115, 63.472112, 9.908407, 40.4542,  173.7600,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:36.315,  545267.3431,7038513.4164, 63.472112, 9.908407, 40.4542,  173.7100,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:37.315,  545267.3655,7038513.4194, 63.472112, 9.908408, 40.4642,  173.7200,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:38.315,  545267.3798,7038513.4206, 63.472112, 9.908408, 40.4742,  173.8000,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:39.316,  545267.3858,7038513.4217, 63.472112, 9.908408, 40.4542,  173.8900,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:40.318,  545267.3916,7038513.4243, 63.472112, 9.908408, 40.4342,  173.9000,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:41.319,  545267.4037,7038513.4276, 63.472112, 9.908408, 40.4242,  173.8500,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:42.318,  545267.4188,7038513.4297, 63.472112, 9.908409, 40.4642,  173.8300,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:43.318,  545267.4276,7038513.4301, 63.472112, 9.908409, 40.4942,  173.8900,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:44.318,  545267.4250,7038513.4298, 63.472112, 9.908409, 40.5042,  173.9900,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:45.319,  545267.4169,7038513.4308, 63.472112, 9.908409, 40.4542,  174.0200,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:46.319,  545267.4141,7038513.4332, 63.472112, 9.908409, 40.4342,  173.9500,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:47.320,  545267.4199,7038513.4359, 63.472112, 9.908409, 40.4442,  173.8900,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:48.320,  545267.4267,7038513.4377, 63.472112, 9.908409, 40.4942,  173.9000,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:49.320,  545267.4250,7038513.4386, 63.472112, 9.908409, 40.5042,  174.0000,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:50.321,  545267.4155,7038513.4403, 63.472112, 9.908409, 40.4642,  174.0700,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:51.321,  545267.4088,7038513.4431, 63.472112, 9.908408, 40.4142,  174.0600,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:52.321,  545267.4121,7038513.4460, 63.472112, 9.908408, 40.4342,  173.9900,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:53.322,  545267.4198,7038513.4479, 63.472112, 9.908409, 40.4842,  173.9600,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:54.323,  545267.4212,7038513.4486, 63.472112, 9.908409, 40.5042,  174.0300,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:55.324,  545267.4141,7038513.4498, 63.472112, 9.908409, 40.4842,  174.1000,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:56.324,  545267.4077,7038513.4521, 63.472113, 9.908408, 40.4542,  174.1000,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:57.325,  545267.4108,7038513.4549, 63.472113, 9.908408, 40.4342,  174.0300,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:58.325,  545267.4206,7038513.4566, 63.472113, 9.908409, 40.4742,  173.9700,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:54:59.326,  545267.4259,7038513.4571, 63.472113, 9.908409, 40.4742,  173.9800,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:00.326,  545267.4215,7038513.4571, 63.472113, 9.908409, 40.4842,  174.0500,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:01.327,  545267.4143,7038513.4580, 63.472113, 9.908409, 40.4642,  174.0600,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:02.327,  545267.4151,7038513.4593, 63.472113, 9.908409, 40.4542,  173.9800,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:03.328,  545267.4252,7038513.4601, 63.472113, 9.908409, 40.4742,  173.8900,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:04.328,  545267.4352,7038513.4596, 63.472113, 9.908409, 40.4942,  173.8500,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:05.329,  545267.4363,7038513.4580, 63.472113, 9.908409, 40.5042,  173.8800,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:06.330,  545267.4313,7038513.4571, 63.472113, 9.908409, 40.4742,  173.8900,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:07.330,  545267.4313,7038513.4581, 63.472113, 9.908409, 40.4642,  173.8000,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:08.330,  545267.4426,7038513.4603, 63.472113, 9.908409, 40.4642,  173.6700,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:09.331,  545267.4583,7038513.4612, 63.472113, 9.908409, 40.4742,  173.6100,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:10.331,  545267.4672,7038513.4602, 63.472113, 9.908410, 40.4742,  173.6500,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:11.332,  545267.4664,7038513.4582, 63.472113, 9.908410, 40.4742,  173.7100,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:12.333,  545267.4654,7038513.4581, 63.472113, 9.908410, 40.4442,  173.6800,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:13.334,  545267.4742,7038513.4599, 63.472113, 9.908410, 40.4342,  173.6100,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:14.335,  545267.4904,7038513.4605, 63.472113, 9.908410, 40.4642,  173.6000,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:15.335,  545267.5012,7038513.4581, 63.472113, 9.908410, 40.4842,  173.6800,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:16.339,  545267.4982,7038513.4538, 63.472113, 9.908410, 40.4742,  173.7700,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:17.336,  545267.4871,7038513.4513, 63.472112, 9.908410, 40.4642,  173.7700,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:18.337,  545267.4803,7038513.4515, 63.472112, 9.908410, 40.4542,  173.6800,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:19.338,  545267.4818,7038513.4523, 63.472113, 9.908410, 40.4742,  173.6300,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
11:55:20.339,  545267.4823,7038513.4506, 63.472112, 9.908410, 40.4742,  173.6500,  545258.6403,7038520.3394, 63.472175, 9.908234, -2.8860,    0.0000
