Time,Vessel East,Vessel North,Vessel Latitude,Vessel Longitude,Vessel Height,Vessel Gyro,ROV East,ROV North,ROV Latitude,ROV Longitude,ROV Height,ROV Gyro
10:52:42.162,  545357.0532,7038514.9154, 63.472114, 9.910207, 40.8142,  173.9500,  545205.9708,7038491.6698, 63.471925, 9.907169, -132.6620,  209.4100
10:52:43.163,  545357.0579,7038514.9201, 63.472114, 9.910208, 40.8142,  173.9600,  545205.8002,7038491.4830, 63.471923, 9.907166, -132.5150,  212.0000
10:52:44.163,  545357.0596,7038514.9248, 63.472114, 9.910208, 40.8042,  174.0000,  545205.8938,7038491.2768, 63.471921, 9.907168, -132.7190,  210.6600
10:52:45.165,  545357.0594,7038514.9278, 63.472114, 9.910208, 40.8042,  174.0400,  545205.7775,7038491.0507, 63.471919, 9.907165, -132.4180,  208.0000
10:52:46.165,  545357.0585,7038514.9298, 63.472114, 9.910208, 40.8042,  174.0100,  545205.8537,7038491.0616, 63.471919, 9.907167, -132.4050,  207.2900
