Time,Vessel East,Vessel North,Vessel Latitude,Vessel Longitude,Vessel Height,Vessel Gyro,ROV East,ROV North,ROV Latitude,ROV Longitude,ROV Height,ROV Gyro
10:52:47.166,  545357.0561,7038514.9324, 63.472114, 9.910208, 40.8042,  173.9800,  545205.7439,7038490.8876, 63.471918, 9.907165, -132.2350,  207.0400
10:52:48.166,  545357.0504,7038514.9347, 63.472114, 9.910207, 40.8042,  173.9800,  545205.7769,7038490.8017, 63.471917, 9.907165, -132.2420,  207.1900
10:52:49.166,  545357.0417,7038514.9348, 63.472114, 9.910207, 40.8042,  173.9800,  545205.6752,7038490.7345, 63.471917, 9.907163, -132.0800,  207.6500
10:52:50.166,  545357.0325,7038514.9338, 63.472114, 9.910207, 40.8042,  173.9300,  545205.6497,7038490.8202, 63.471917, 9.907163, -132.0550,  208.2600
10:52:51.167,  545357.0250,7038514.9340, 63.472114, 9.910207, 40.8042,  173.9100,  545205.7008,7038490.6768, 63.471916, 9.907164, -132.0800,  208.9200
10:52:52.168,  545357.0193,7038514.9340, 63.472114, 9.910207, 40.7942,  173.9200,  545205.5547,7038491.0814, 63.471920, 9.907161, -131.9220,  209.6800
10:52:53.169,  545357.0142,7038514.9319, 63.472114, 9.910207, 40.7942,  173.9000,  545205.2871,7038490.8634, 63.471918, 9.907156, -131.5430,  210.5100
10:52:54.169,  545357.0088,7038514.9288, 63.472114, 9.910207, 40.8042,  173.8500,  545205.2800,7038490.8018, 63.471917, 9.907155, -131.5530,  209.8100
10:52:55.170,  545357.0036,7038514.9265, 63.472114, 9.910207, 40.8142,  173.8300,  545204.9632,7038490.9670, 63.471919, 9.907149, -131.1890,  209.0100
10:52:56.170,  545356.9996,7038514.9239, 63.472114, 9.910206, 40.7942,  173.8300,  545204.9491,7038491.1725, 63.471921, 9.907149, -131.1930,  209.2600
10:52:57.170,  545356.9982,7038514.9201, 63.472114, 9.910206, 40.7942,  173.7900,  545205.0181,7038490.8903, 63.471918, 9.907150, -131.2590,  209.8600
10:52:58.170,  545356.9999,7038514.9163, 63.472114, 9.910206, 40.8042,  173.7300,  545204.8773,7038491.0612, 63.471920, 9.907147, -131.2130,  209.2700
